"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"21/12/2015 14:00:00 - 21/12/2015 15:00:00","BZN|CH","Without Sequence","63.05","",""
"21/12/2015 15:00:00 - 21/12/2015 16:00:00","BZN|CH","Without Sequence","64.10","",""
"21/12/2015 16:00:00 - 21/12/2015 17:00:00","BZN|CH","Without Sequence","69.33","",""
"21/12/2015 17:00:00 - 21/12/2015 18:00:00","BZN|CH","Without Sequence","70.73","",""
"21/12/2015 18:00:00 - 21/12/2015 19:00:00","BZN|CH","Without Sequence","69.32","",""
"21/12/2015 19:00:00 - 21/12/2015 20:00:00","BZN|CH","Without Sequence","66.93","",""
"21/12/2015 20:00:00 - 21/12/2015 21:00:00","BZN|CH","Without Sequence","63.08","",""
"21/12/2015 21:00:00 - 21/12/2015 22:00:00","BZN|CH","Without Sequence","61.15","",""
"21/12/2015 22:00:00 - 21/12/2015 23:00:00","BZN|CH","Without Sequence","57.05","",""
"21/12/2015 23:00:00 - 22/12/2015 00:00:00","BZN|CH","Without Sequence","50.90","",""
"22/12/2015 00:00:00 - 22/12/2015 01:00:00","BZN|CH","Without Sequence","43.53","",""
"22/12/2015 01:00:00 - 22/12/2015 02:00:00","BZN|CH","Without Sequence","41.10","",""
"22/12/2015 02:00:00 - 22/12/2015 03:00:00","BZN|CH","Without Sequence","40.12","",""
"22/12/2015 03:00:00 - 22/12/2015 04:00:00","BZN|CH","Without Sequence","39.57","",""
"22/12/2015 04:00:00 - 22/12/2015 05:00:00","BZN|CH","Without Sequence","39.53","",""
"22/12/2015 05:00:00 - 22/12/2015 06:00:00","BZN|CH","Without Sequence","41.55","",""
"22/12/2015 06:00:00 - 22/12/2015 07:00:00","BZN|CH","Without Sequence","52.02","",""
"22/12/2015 07:00:00 - 22/12/2015 08:00:00","BZN|CH","Without Sequence","60.90","",""
"22/12/2015 08:00:00 - 22/12/2015 09:00:00","BZN|CH","Without Sequence","63.92","",""
"22/12/2015 09:00:00 - 22/12/2015 10:00:00","BZN|CH","Without Sequence","64.30","",""
"22/12/2015 10:00:00 - 22/12/2015 11:00:00","BZN|CH","Without Sequence","62.65","",""
"22/12/2015 11:00:00 - 22/12/2015 12:00:00","BZN|CH","Without Sequence","59.94","",""
"22/12/2015 12:00:00 - 22/12/2015 13:00:00","BZN|CH","Without Sequence","55.01","",""
"22/12/2015 13:00:00 - 22/12/2015 14:00:00","BZN|CH","Without Sequence","54.98","",""
"22/12/2015 14:00:00 - 22/12/2015 15:00:00","BZN|CH","Without Sequence","59.92","",""
"22/12/2015 15:00:00 - 22/12/2015 16:00:00","BZN|CH","Without Sequence","62.93","",""
"22/12/2015 16:00:00 - 22/12/2015 17:00:00","BZN|CH","Without Sequence","65.93","",""
"22/12/2015 17:00:00 - 22/12/2015 18:00:00","BZN|CH","Without Sequence","66.98","",""
"22/12/2015 18:00:00 - 22/12/2015 19:00:00","BZN|CH","Without Sequence","65.96","",""
"22/12/2015 19:00:00 - 22/12/2015 20:00:00","BZN|CH","Without Sequence","63.85","",""
"22/12/2015 20:00:00 - 22/12/2015 21:00:00","BZN|CH","Without Sequence","60.40","",""
"22/12/2015 21:00:00 - 22/12/2015 22:00:00","BZN|CH","Without Sequence","57.08","",""
"22/12/2015 22:00:00 - 22/12/2015 23:00:00","BZN|CH","Without Sequence","53.31","",""
"22/12/2015 23:00:00 - 23/12/2015 00:00:00","BZN|CH","Without Sequence","47.35","",""
"23/12/2015 00:00:00 - 23/12/2015 01:00:00","BZN|CH","Without Sequence","43.35","",""
"23/12/2015 01:00:00 - 23/12/2015 02:00:00","BZN|CH","Without Sequence","41.10","",""
"23/12/2015 02:00:00 - 23/12/2015 03:00:00","BZN|CH","Without Sequence","39.24","",""
"23/12/2015 03:00:00 - 23/12/2015 04:00:00","BZN|CH","Without Sequence","39.01","",""
"23/12/2015 04:00:00 - 23/12/2015 05:00:00","BZN|CH","Without Sequence","38.13","",""
"23/12/2015 05:00:00 - 23/12/2015 06:00:00","BZN|CH","Without Sequence","42.16","",""
"23/12/2015 06:00:00 - 23/12/2015 07:00:00","BZN|CH","Without Sequence","54.06","",""
"23/12/2015 07:00:00 - 23/12/2015 08:00:00","BZN|CH","Without Sequence","64.52","",""
"23/12/2015 08:00:00 - 23/12/2015 09:00:00","BZN|CH","Without Sequence","65.01","",""
"23/12/2015 09:00:00 - 23/12/2015 10:00:00","BZN|CH","Without Sequence","66.01","",""
"23/12/2015 10:00:00 - 23/12/2015 11:00:00","BZN|CH","Without Sequence","63.54","",""
"23/12/2015 11:00:00 - 23/12/2015 12:00:00","BZN|CH","Without Sequence","61.57","",""
"23/12/2015 12:00:00 - 23/12/2015 13:00:00","BZN|CH","Without Sequence","54.29","",""
"23/12/2015 13:00:00 - 23/12/2015 14:00:00","BZN|CH","Without Sequence","54.64","",""
"23/12/2015 14:00:00 - 23/12/2015 15:00:00","BZN|CH","Without Sequence","60.95","",""
"23/12/2015 15:00:00 - 23/12/2015 16:00:00","BZN|CH","Without Sequence","63.92","",""
"23/12/2015 16:00:00 - 23/12/2015 17:00:00","BZN|CH","Without Sequence","62.79","",""
"23/12/2015 17:00:00 - 23/12/2015 18:00:00","BZN|CH","Without Sequence","64.01","",""
"23/12/2015 18:00:00 - 23/12/2015 19:00:00","BZN|CH","Without Sequence","63.35","",""
"23/12/2015 19:00:00 - 23/12/2015 20:00:00","BZN|CH","Without Sequence","62.97","",""
"23/12/2015 20:00:00 - 23/12/2015 21:00:00","BZN|CH","Without Sequence","58.01","",""
"23/12/2015 21:00:00 - 23/12/2015 22:00:00","BZN|CH","Without Sequence","55.06","",""
"23/12/2015 22:00:00 - 23/12/2015 23:00:00","BZN|CH","Without Sequence","51.16","",""
"23/12/2015 23:00:00 - 24/12/2015 00:00:00","BZN|CH","Without Sequence","44.16","",""
"24/12/2015 00:00:00 - 24/12/2015 01:00:00","BZN|CH","Without Sequence","42.24","",""
"24/12/2015 01:00:00 - 24/12/2015 02:00:00","BZN|CH","Without Sequence","38.09","",""
"24/12/2015 02:00:00 - 24/12/2015 03:00:00","BZN|CH","Without Sequence","35.10","",""
"24/12/2015 03:00:00 - 24/12/2015 04:00:00","BZN|CH","Without Sequence","33.99","",""
"24/12/2015 04:00:00 - 24/12/2015 05:00:00","BZN|CH","Without Sequence","29.93","",""
"24/12/2015 05:00:00 - 24/12/2015 06:00:00","BZN|CH","Without Sequence","18.12","",""
"24/12/2015 06:00:00 - 24/12/2015 07:00:00","BZN|CH","Without Sequence","40.21","",""
"24/12/2015 07:00:00 - 24/12/2015 08:00:00","BZN|CH","Without Sequence","44.77","",""
"24/12/2015 08:00:00 - 24/12/2015 09:00:00","BZN|CH","Without Sequence","45.47","",""
"24/12/2015 09:00:00 - 24/12/2015 10:00:00","BZN|CH","Without Sequence","44.08","",""
"24/12/2015 10:00:00 - 24/12/2015 11:00:00","BZN|CH","Without Sequence","44.93","",""
"24/12/2015 11:00:00 - 24/12/2015 12:00:00","BZN|CH","Without Sequence","44.94","",""
"24/12/2015 12:00:00 - 24/12/2015 13:00:00","BZN|CH","Without Sequence","44.18","",""
"24/12/2015 13:00:00 - 24/12/2015 14:00:00","BZN|CH","Without Sequence","40.22","",""
"24/12/2015 14:00:00 - 24/12/2015 15:00:00","BZN|CH","Without Sequence","43.56","",""
"24/12/2015 15:00:00 - 24/12/2015 16:00:00","BZN|CH","Without Sequence","44.07","",""
"24/12/2015 16:00:00 - 24/12/2015 17:00:00","BZN|CH","Without Sequence","43.60","",""
"24/12/2015 17:00:00 - 24/12/2015 18:00:00","BZN|CH","Without Sequence","52.91","",""
"24/12/2015 18:00:00 - 24/12/2015 19:00:00","BZN|CH","Without Sequence","51.13","",""
"24/12/2015 19:00:00 - 24/12/2015 20:00:00","BZN|CH","Without Sequence","52.93","",""
"24/12/2015 20:00:00 - 24/12/2015 21:00:00","BZN|CH","Without Sequence","49.51","",""
"24/12/2015 21:00:00 - 24/12/2015 22:00:00","BZN|CH","Without Sequence","47.72","",""
"24/12/2015 22:00:00 - 24/12/2015 23:00:00","BZN|CH","Without Sequence","44.95","",""
"24/12/2015 23:00:00 - 25/12/2015 00:00:00","BZN|CH","Without Sequence","40.03","",""
"25/12/2015 00:00:00 - 25/12/2015 01:00:00","BZN|CH","Without Sequence","31.95","",""
"25/12/2015 01:00:00 - 25/12/2015 02:00:00","BZN|CH","Without Sequence","31.94","",""
"25/12/2015 02:00:00 - 25/12/2015 03:00:00","BZN|CH","Without Sequence","20.27","",""
"25/12/2015 03:00:00 - 25/12/2015 04:00:00","BZN|CH","Without Sequence","16.03","",""
"25/12/2015 04:00:00 - 25/12/2015 05:00:00","BZN|CH","Without Sequence","9.64","",""
"25/12/2015 05:00:00 - 25/12/2015 06:00:00","BZN|CH","Without Sequence","21.78","",""
"25/12/2015 06:00:00 - 25/12/2015 07:00:00","BZN|CH","Without Sequence","16.07","",""
"25/12/2015 07:00:00 - 25/12/2015 08:00:00","BZN|CH","Without Sequence","17.75","",""
"25/12/2015 08:00:00 - 25/12/2015 09:00:00","BZN|CH","Without Sequence","20.15","",""
"25/12/2015 09:00:00 - 25/12/2015 10:00:00","BZN|CH","Without Sequence","27.04","",""
"25/12/2015 10:00:00 - 25/12/2015 11:00:00","BZN|CH","Without Sequence","17.08","",""
"25/12/2015 11:00:00 - 25/12/2015 12:00:00","BZN|CH","Without Sequence","17.20","",""
"25/12/2015 12:00:00 - 25/12/2015 13:00:00","BZN|CH","Without Sequence","16.08","",""
"25/12/2015 13:00:00 - 25/12/2015 14:00:00","BZN|CH","Without Sequence","15.77","",""
"25/12/2015 14:00:00 - 25/12/2015 15:00:00","BZN|CH","Without Sequence","12.99","",""
"25/12/2015 15:00:00 - 25/12/2015 16:00:00","BZN|CH","Without Sequence","12.08","",""
"25/12/2015 16:00:00 - 25/12/2015 17:00:00","BZN|CH","Without Sequence","18.08","",""
"25/12/2015 17:00:00 - 25/12/2015 18:00:00","BZN|CH","Without Sequence","45.94","",""
"25/12/2015 18:00:00 - 25/12/2015 19:00:00","BZN|CH","Without Sequence","48.51","",""
"25/12/2015 19:00:00 - 25/12/2015 20:00:00","BZN|CH","Without Sequence","46.80","",""
"25/12/2015 20:00:00 - 25/12/2015 21:00:00","BZN|CH","Without Sequence","44.63","",""
"25/12/2015 21:00:00 - 25/12/2015 22:00:00","BZN|CH","Without Sequence","40.02","",""
"25/12/2015 22:00:00 - 25/12/2015 23:00:00","BZN|CH","Without Sequence","39.79","",""
"25/12/2015 23:00:00 - 26/12/2015 00:00:00","BZN|CH","Without Sequence","36.26","",""
"26/12/2015 00:00:00 - 26/12/2015 01:00:00","BZN|CH","Without Sequence","30.76","",""
"26/12/2015 01:00:00 - 26/12/2015 02:00:00","BZN|CH","Without Sequence","32.97","",""
"26/12/2015 02:00:00 - 26/12/2015 03:00:00","BZN|CH","Without Sequence","29.93","",""
"26/12/2015 03:00:00 - 26/12/2015 04:00:00","BZN|CH","Without Sequence","29.20","",""
"26/12/2015 04:00:00 - 26/12/2015 05:00:00","BZN|CH","Without Sequence","10.98","",""
"26/12/2015 05:00:00 - 26/12/2015 06:00:00","BZN|CH","Without Sequence","11.04","",""
"26/12/2015 06:00:00 - 26/12/2015 07:00:00","BZN|CH","Without Sequence","12.34","",""
"26/12/2015 07:00:00 - 26/12/2015 08:00:00","BZN|CH","Without Sequence","13.56","",""
"26/12/2015 08:00:00 - 26/12/2015 09:00:00","BZN|CH","Without Sequence","21.00","",""
"26/12/2015 09:00:00 - 26/12/2015 10:00:00","BZN|CH","Without Sequence","29.96","",""
"26/12/2015 10:00:00 - 26/12/2015 11:00:00","BZN|CH","Without Sequence","20.00","",""
"26/12/2015 11:00:00 - 26/12/2015 12:00:00","BZN|CH","Without Sequence","19.03","",""
"26/12/2015 12:00:00 - 26/12/2015 13:00:00","BZN|CH","Without Sequence","21.52","",""
"26/12/2015 13:00:00 - 26/12/2015 14:00:00","BZN|CH","Without Sequence","18.72","",""
"26/12/2015 14:00:00 - 26/12/2015 15:00:00","BZN|CH","Without Sequence","16.67","",""
"26/12/2015 15:00:00 - 26/12/2015 16:00:00","BZN|CH","Without Sequence","16.95","",""
"26/12/2015 16:00:00 - 26/12/2015 17:00:00","BZN|CH","Without Sequence","29.00","",""
"26/12/2015 17:00:00 - 26/12/2015 18:00:00","BZN|CH","Without Sequence","45.94","",""
"26/12/2015 18:00:00 - 26/12/2015 19:00:00","BZN|CH","Without Sequence","45.99","",""
"26/12/2015 19:00:00 - 26/12/2015 20:00:00","BZN|CH","Without Sequence","45.14","",""
"26/12/2015 20:00:00 - 26/12/2015 21:00:00","BZN|CH","Without Sequence","44.87","",""
"26/12/2015 21:00:00 - 26/12/2015 22:00:00","BZN|CH","Without Sequence","40.94","",""
"26/12/2015 22:00:00 - 26/12/2015 23:00:00","BZN|CH","Without Sequence","39.50","",""
"26/12/2015 23:00:00 - 27/12/2015 00:00:00","BZN|CH","Without Sequence","37.19","",""
"27/12/2015 00:00:00 - 27/12/2015 01:00:00","BZN|CH","Without Sequence","35.99","",""
"27/12/2015 01:00:00 - 27/12/2015 02:00:00","BZN|CH","Without Sequence","31.47","",""
"27/12/2015 02:00:00 - 27/12/2015 03:00:00","BZN|CH","Without Sequence","29.44","",""
"27/12/2015 03:00:00 - 27/12/2015 04:00:00","BZN|CH","Without Sequence","15.08","",""
"27/12/2015 04:00:00 - 27/12/2015 05:00:00","BZN|CH","Without Sequence","8.60","",""
"27/12/2015 05:00:00 - 27/12/2015 06:00:00","BZN|CH","Without Sequence","8.59","",""
"27/12/2015 06:00:00 - 27/12/2015 07:00:00","BZN|CH","Without Sequence","8.62","",""
"27/12/2015 07:00:00 - 27/12/2015 08:00:00","BZN|CH","Without Sequence","10.11","",""
"27/12/2015 08:00:00 - 27/12/2015 09:00:00","BZN|CH","Without Sequence","29.43","",""
"27/12/2015 09:00:00 - 27/12/2015 10:00:00","BZN|CH","Without Sequence","29.98","",""
"27/12/2015 10:00:00 - 27/12/2015 11:00:00","BZN|CH","Without Sequence","19.06","",""
"27/12/2015 11:00:00 - 27/12/2015 12:00:00","BZN|CH","Without Sequence","18.04","",""
"27/12/2015 12:00:00 - 27/12/2015 13:00:00","BZN|CH","Without Sequence","21.32","",""
"27/12/2015 13:00:00 - 27/12/2015 14:00:00","BZN|CH","Without Sequence","18.70","",""
"27/12/2015 14:00:00 - 27/12/2015 15:00:00","BZN|CH","Without Sequence","16.60","",""
"27/12/2015 15:00:00 - 27/12/2015 16:00:00","BZN|CH","Without Sequence","17.17","",""
"27/12/2015 16:00:00 - 27/12/2015 17:00:00","BZN|CH","Without Sequence","21.69","",""
"27/12/2015 17:00:00 - 27/12/2015 18:00:00","BZN|CH","Without Sequence","48.57","",""
"27/12/2015 18:00:00 - 27/12/2015 19:00:00","BZN|CH","Without Sequence","52.29","",""
"27/12/2015 19:00:00 - 27/12/2015 20:00:00","BZN|CH","Without Sequence","51.74","",""
"27/12/2015 20:00:00 - 27/12/2015 21:00:00","BZN|CH","Without Sequence","49.40","",""
"27/12/2015 21:00:00 - 27/12/2015 22:00:00","BZN|CH","Without Sequence","47.47","",""
"27/12/2015 22:00:00 - 27/12/2015 23:00:00","BZN|CH","Without Sequence","44.99","",""
"27/12/2015 23:00:00 - 28/12/2015 00:00:00","BZN|CH","Without Sequence","41.10","",""
"28/12/2015 00:00:00 - 28/12/2015 01:00:00","BZN|CH","Without Sequence","42.22","",""
"28/12/2015 01:00:00 - 28/12/2015 02:00:00","BZN|CH","Without Sequence","38.42","",""
"28/12/2015 02:00:00 - 28/12/2015 03:00:00","BZN|CH","Without Sequence","37.01","",""
"28/12/2015 03:00:00 - 28/12/2015 04:00:00","BZN|CH","Without Sequence","36.91","",""
"28/12/2015 04:00:00 - 28/12/2015 05:00:00","BZN|CH","Without Sequence","36.21","",""
"28/12/2015 05:00:00 - 28/12/2015 06:00:00","BZN|CH","Without Sequence","42.00","",""
"28/12/2015 06:00:00 - 28/12/2015 07:00:00","BZN|CH","Without Sequence","51.31","",""
"28/12/2015 07:00:00 - 28/12/2015 08:00:00","BZN|CH","Without Sequence","59.94","",""
"28/12/2015 08:00:00 - 28/12/2015 09:00:00","BZN|CH","Without Sequence","60.57","",""
"28/12/2015 09:00:00 - 28/12/2015 10:00:00","BZN|CH","Without Sequence","60.14","",""
"28/12/2015 10:00:00 - 28/12/2015 11:00:00","BZN|CH","Without Sequence","59.09","",""
"28/12/2015 11:00:00 - 28/12/2015 12:00:00","BZN|CH","Without Sequence","55.20","",""
"28/12/2015 12:00:00 - 28/12/2015 13:00:00","BZN|CH","Without Sequence","53.62","",""
"28/12/2015 13:00:00 - 28/12/2015 14:00:00","BZN|CH","Without Sequence","53.28","",""
"28/12/2015 14:00:00 - 28/12/2015 15:00:00","BZN|CH","Without Sequence","55.49","",""
"28/12/2015 15:00:00 - 28/12/2015 16:00:00","BZN|CH","Without Sequence","60.07","",""
"28/12/2015 16:00:00 - 28/12/2015 17:00:00","BZN|CH","Without Sequence","60.96","",""
"28/12/2015 17:00:00 - 28/12/2015 18:00:00","BZN|CH","Without Sequence","63.90","",""
"28/12/2015 18:00:00 - 28/12/2015 19:00:00","BZN|CH","Without Sequence","63.93","",""
"28/12/2015 19:00:00 - 28/12/2015 20:00:00","BZN|CH","Without Sequence","62.98","",""
"28/12/2015 20:00:00 - 28/12/2015 21:00:00","BZN|CH","Without Sequence","60.91","",""
"28/12/2015 21:00:00 - 28/12/2015 22:00:00","BZN|CH","Without Sequence","57.97","",""
"28/12/2015 22:00:00 - 28/12/2015 23:00:00","BZN|CH","Without Sequence","54.60","",""
"28/12/2015 23:00:00 - 29/12/2015 00:00:00","BZN|CH","Without Sequence","45.37","",""
"29/12/2015 00:00:00 - 29/12/2015 01:00:00","BZN|CH","Without Sequence","42.58","",""
"29/12/2015 01:00:00 - 29/12/2015 02:00:00","BZN|CH","Without Sequence","40.40","",""
"29/12/2015 02:00:00 - 29/12/2015 03:00:00","BZN|CH","Without Sequence","37.14","",""
"29/12/2015 03:00:00 - 29/12/2015 04:00:00","BZN|CH","Without Sequence","37.13","",""
"29/12/2015 04:00:00 - 29/12/2015 05:00:00","BZN|CH","Without Sequence","36.17","",""
"29/12/2015 05:00:00 - 29/12/2015 06:00:00","BZN|CH","Without Sequence","39.42","",""
"29/12/2015 06:00:00 - 29/12/2015 07:00:00","BZN|CH","Without Sequence","47.00","",""
"29/12/2015 07:00:00 - 29/12/2015 08:00:00","BZN|CH","Without Sequence","54.34","",""
"29/12/2015 08:00:00 - 29/12/2015 09:00:00","BZN|CH","Without Sequence","58.21","",""
"29/12/2015 09:00:00 - 29/12/2015 10:00:00","BZN|CH","Without Sequence","58.46","",""
"29/12/2015 10:00:00 - 29/12/2015 11:00:00","BZN|CH","Without Sequence","55.02","",""
"29/12/2015 11:00:00 - 29/12/2015 12:00:00","BZN|CH","Without Sequence","48.04","",""
"29/12/2015 12:00:00 - 29/12/2015 13:00:00","BZN|CH","Without Sequence","45.17","",""
"29/12/2015 13:00:00 - 29/12/2015 14:00:00","BZN|CH","Without Sequence","45.44","",""
"29/12/2015 14:00:00 - 29/12/2015 15:00:00","BZN|CH","Without Sequence","49.41","",""
"29/12/2015 15:00:00 - 29/12/2015 16:00:00","BZN|CH","Without Sequence","55.47","",""
"29/12/2015 16:00:00 - 29/12/2015 17:00:00","BZN|CH","Without Sequence","58.43","",""
"29/12/2015 17:00:00 - 29/12/2015 18:00:00","BZN|CH","Without Sequence","61.06","",""
"29/12/2015 18:00:00 - 29/12/2015 19:00:00","BZN|CH","Without Sequence","60.78","",""
"29/12/2015 19:00:00 - 29/12/2015 20:00:00","BZN|CH","Without Sequence","59.91","",""
"29/12/2015 20:00:00 - 29/12/2015 21:00:00","BZN|CH","Without Sequence","56.03","",""
"29/12/2015 21:00:00 - 29/12/2015 22:00:00","BZN|CH","Without Sequence","54.57","",""
"29/12/2015 22:00:00 - 29/12/2015 23:00:00","BZN|CH","Without Sequence","50.98","",""
"29/12/2015 23:00:00 - 30/12/2015 00:00:00","BZN|CH","Without Sequence","45.08","",""
"30/12/2015 00:00:00 - 30/12/2015 01:00:00","BZN|CH","Without Sequence","35.48","",""
"30/12/2015 01:00:00 - 30/12/2015 02:00:00","BZN|CH","Without Sequence","31.73","",""
"30/12/2015 02:00:00 - 30/12/2015 03:00:00","BZN|CH","Without Sequence","28.73","",""
"30/12/2015 03:00:00 - 30/12/2015 04:00:00","BZN|CH","Without Sequence","24.26","",""
"30/12/2015 04:00:00 - 30/12/2015 05:00:00","BZN|CH","Without Sequence","23.33","",""
"30/12/2015 05:00:00 - 30/12/2015 06:00:00","BZN|CH","Without Sequence","29.58","",""
"30/12/2015 06:00:00 - 30/12/2015 07:00:00","BZN|CH","Without Sequence","38.84","",""
"30/12/2015 07:00:00 - 30/12/2015 08:00:00","BZN|CH","Without Sequence","44.17","",""
"30/12/2015 08:00:00 - 30/12/2015 09:00:00","BZN|CH","Without Sequence","52.46","",""
"30/12/2015 09:00:00 - 30/12/2015 10:00:00","BZN|CH","Without Sequence","52.29","",""
"30/12/2015 10:00:00 - 30/12/2015 11:00:00","BZN|CH","Without Sequence","49.46","",""
"30/12/2015 11:00:00 - 30/12/2015 12:00:00","BZN|CH","Without Sequence","42.58","",""
"30/12/2015 12:00:00 - 30/12/2015 13:00:00","BZN|CH","Without Sequence","40.76","",""
"30/12/2015 13:00:00 - 30/12/2015 14:00:00","BZN|CH","Without Sequence","40.40","",""
"30/12/2015 14:00:00 - 30/12/2015 15:00:00","BZN|CH","Without Sequence","41.77","",""
"30/12/2015 15:00:00 - 30/12/2015 16:00:00","BZN|CH","Without Sequence","47.09","",""
"30/12/2015 16:00:00 - 30/12/2015 17:00:00","BZN|CH","Without Sequence","51.25","",""
"30/12/2015 17:00:00 - 30/12/2015 18:00:00","BZN|CH","Without Sequence","54.69","",""
"30/12/2015 18:00:00 - 30/12/2015 19:00:00","BZN|CH","Without Sequence","54.04","",""
"30/12/2015 19:00:00 - 30/12/2015 20:00:00","BZN|CH","Without Sequence","52.79","",""
"30/12/2015 20:00:00 - 30/12/2015 21:00:00","BZN|CH","Without Sequence","47.44","",""
"30/12/2015 21:00:00 - 30/12/2015 22:00:00","BZN|CH","Without Sequence","44.40","",""
"30/12/2015 22:00:00 - 30/12/2015 23:00:00","BZN|CH","Without Sequence","42.49","",""
"30/12/2015 23:00:00 - 31/12/2015 00:00:00","BZN|CH","Without Sequence","37.13","",""
"31/12/2015 00:00:00 - 31/12/2015 01:00:00","BZN|CH","Without Sequence","38.18","",""
"31/12/2015 01:00:00 - 31/12/2015 02:00:00","BZN|CH","Without Sequence","35.93","",""
"31/12/2015 02:00:00 - 31/12/2015 03:00:00","BZN|CH","Without Sequence","34.95","",""
"31/12/2015 03:00:00 - 31/12/2015 04:00:00","BZN|CH","Without Sequence","29.44","",""
"31/12/2015 04:00:00 - 31/12/2015 05:00:00","BZN|CH","Without Sequence","28.69","",""
"31/12/2015 05:00:00 - 31/12/2015 06:00:00","BZN|CH","Without Sequence","34.80","",""
"31/12/2015 06:00:00 - 31/12/2015 07:00:00","BZN|CH","Without Sequence","38.58","",""
"31/12/2015 07:00:00 - 31/12/2015 08:00:00","BZN|CH","Without Sequence","45.08","",""
"31/12/2015 08:00:00 - 31/12/2015 09:00:00","BZN|CH","Without Sequence","51.33","",""
"31/12/2015 09:00:00 - 31/12/2015 10:00:00","BZN|CH","Without Sequence","51.99","",""
"31/12/2015 10:00:00 - 31/12/2015 11:00:00","BZN|CH","Without Sequence","50.70","",""
"31/12/2015 11:00:00 - 31/12/2015 12:00:00","BZN|CH","Without Sequence","45.18","",""
"31/12/2015 12:00:00 - 31/12/2015 13:00:00","BZN|CH","Without Sequence","42.57","",""
"31/12/2015 13:00:00 - 31/12/2015 14:00:00","BZN|CH","Without Sequence","42.52","",""
"31/12/2015 14:00:00 - 31/12/2015 15:00:00","BZN|CH","Without Sequence","42.88","",""
"31/12/2015 15:00:00 - 31/12/2015 16:00:00","BZN|CH","Without Sequence","46.42","",""
"31/12/2015 16:00:00 - 31/12/2015 17:00:00","BZN|CH","Without Sequence","51.65","",""
"31/12/2015 17:00:00 - 31/12/2015 18:00:00","BZN|CH","Without Sequence","49.39","",""
"31/12/2015 18:00:00 - 31/12/2015 19:00:00","BZN|CH","Without Sequence","49.19","",""
"31/12/2015 19:00:00 - 31/12/2015 20:00:00","BZN|CH","Without Sequence","49.37","",""
